System,DF Activated,FountainType,FountainCount,Painted,Filter Installed,Position,Outdoor,GISPropNum,PropertyName,OMPPropID,SubPropertyName,ParkDistrict,Borough,AMPSID,AMPSClass,AMPSStatus,AMPSParentID,AMPSName,CommunityBoard,CouncilDistrict,Precinct,ZIPCode,x,y
M010-DF0568,Activated,E,1,true,false,"Under Tree, Out in Open",true,M010,Central Park,M010-ZN12&13,The Mall And Rumsey Playfield,M-13,M,100040277,DRINKFTN,I,M010-ZN12+13,E-Central Park-The Mall And Rumsey Playfield,164,6,22,83,991840.700357809,219811.399009555
M010-DF0569,Activated,Monument,1,false,false,"Under Tree, In Shade, Out in Open",true,M010,Central Park,M010-ZN05,"Dairy, Chess & Checkers House, Carousel",M-13,M,100040201,DRINKFTN,I,M010-ZN05,Monument-Central Park-Dairy,164,6,22,83,991498.336869299,219496.027593061
M037-DF0029,Activated,C,1,false,false,Out in Open,true,M037,Highbridge Park,M037,,M-12A,M,100039230,DRINKFTN,I,M037,C-Highbridge Park,112,10,33,10032,1002546.29016704,246102.200102388
M010-DF0570,Activated,B,1,false,false,"Under Tree, Out in Open",true,M010,Central Park,M010-ZN05,"Dairy, Chess & Checkers House, Carousel",M-13,M,100040271,DRINKFTN,I,M010-ZN05,"B-Central Park-Dairy, Chess & Checkers House, Carousel",164,6,22,83,991336.73056522,219433.716365978
M010-DF0571,Activated,B,1,false,false,Out in Open,true,M010,Central Park,M010-ZN02&4,Hallett Nature Sanctuary And Pond,M-13,M,100040237,DRINKFTN,I,M010-ZN02+4,B-Central Park-Hallett Nature Sanctuary And Pond,164,6,22,83,990909.730434969,218934.052995219
M010-DF0572,Activated,E,1,true,false,"Under Tree, In Shade",true,M010,Central Park,M010-ZN02&4,Hallett Nature Sanctuary And Pond,M-13,M,100040273,DRINKFTN,I,M010-ZN02+4,E-Central Park-Hallett Nature Sanctuary And Pond,164,6,22,83,991187.304354891,218152.607051566
M010-DF0573,Activated,E,1,true,false,Under Tree,true,M010,Central Park,M010-ZN02&4,Hallett Nature Sanctuary And Pond,M-13,M,100040196,DRINKFTN,I,M010-ZN02+4,E-Central Park-Hallett Nature Sanctuary And Pond,164,6,22,83,991587.500404894,218379.241440802
M010-DF0574,Activated,B,1,false,false,Out in Open,true,M010,Central Park,M010-ZN02&4,Hallett Nature Sanctuary And Pond,M-13,M,100040224,DRINKFTN,I,M010-ZN02+4,B-Central Park-Hallett Nature Sanctuary And Pond,164,6,22,83,990791.206065714,218440.724913641
M010-DF0575,Activated,B,1,false,false,Out in Open,true,M010,Central Park,M010-ZN07,Central Park South,M-13,M,100040247,DRINKFTN,I,M010-ZN07,B-Central Park-Central Park South,164,6,22,83,990569.963726058,218769.171107143
M010-DF0576,Activated,E and Dog,2,true,false,"Under Tree, In Shade",true,M010,Central Park,M010-ZN06,Heckscher Ballfields & Playground,M-13,M,100040274,DRINKFTN,I,M010-ZN06,E and Dog-Central Park-Heckscher Ballfields & Playground,164,6,22,83,990551.419143721,218904.165915891
M010-DF0577,Activated,B,1,false,false,"Out in Open, In Playground",true,M010,Central Park,M010-031,Heckscher Plgd,M-13,M,100040197,DRINKFTN,I,M010-031,B-Central Park-Heckscher Plgd,164,6,22,83,990439.455784976,219237.957571148
M010-DF0578,Activated,E and Dog,2,true,false,"Under Tree, Out in Open",true,M010,Central Park,M010-ZN06,Heckscher Ballfields & Playground,M-13,M,100040225,DRINKFTN,I,M010-ZN06,E and Dog-Central Park-Heckscher Ballfields & Playground,164,6,22,83,990650.730952978,219167.288749232
M010-DF0579,Activated,E,1,true,false,"Near Ballfield, Under Tree, Out in Open",true,M010,Central Park,M010-ZN06,Heckscher Ballfields & Playground,M-13,M,100040261,DRINKFTN,I,M010-ZN06,E-Central Park-Heckscher Ballfields & Playground,164,6,22,83,990436.648047804,220093.197330474
M010-DF0580,Activated,E,1,true,false,"Near Ballfield, In Shade, Under Tree",true,M010,Central Park,M010-ZN06,Heckscher Ballfields & Playground,M-13,M,100040192,DRINKFTN,I,M010-ZN06,E-Central Park-Heckscher Ballfields & Playground,164,6,22,83,990707.342388302,219985.231995224
M010-DF0581,Activated,E,1,true,false,"Near Ballfield, Out in Open",true,M010,Central Park,M010-ZN06,Heckscher Ballfields & Playground,M-13,M,100040262,DRINKFTN,I,M010-ZN06,E-Central Park-Heckscher Ballfields & Playground,164,6,22,83,990926.398052558,219780.826564148
M010-DF0582,Activated,E and Dog,2,true,false,"Under Tree, Near Ballfield, In Shade",true,M010,Central Park,M010-ZN06,Heckscher Ballfields & Playground,M-13,M,100040194,DRINKFTN,I,M010-ZN06,E and Dog-Central Park-Heckscher Ballfields & Playground,164,6,22,83,990639.430122554,219570.866354137
M010-DF0583,Activated,E and Dog,2,true,false,Near Ballfield,true,M010,Central Park,M010-ZN06,Heckscher Ballfields & Playground,M-13,M,100040222,DRINKFTN,I,M010-ZN06,E and Dog-Central Park-Heckscher Ballfields & Playground,164,6,22,83,990341.3588683,219759.939466804
M010-DF0584,Activated,E,1,true,false,Under Tree,true,M010,Central Park,M010-ZN07,Central Park South,M-13,M,100040245,DRINKFTN,I,M010-ZN07,E-Central Park-Central Park South,164,6,22,83,989524.540620058,219102.16059865
M010-DF0585,Activated,B,1,false,false,"Under Tree, In Shade, Out in Open",true,M010,Central Park,M010-ZN08,Central Park West,M-13,M,100040272,DRINKFTN,I,M010-ZN08,B-Central Park-Central Park West,164,6,22,83,990447.105704054,220351.201407641
M010-DF0586,Activated,E,1,true,false,"Under Tree, Out in Open",true,M010,Central Park,M010-ZN10&11,Sheep Meadow,M-13,M,100040195,DRINKFTN,I,M010-ZN10+11,E-Central Park-Sheep Meadow,164,6,22,83,990667.472717389,220450.355736896
M010-DF0587,Activated,E,1,true,false,"Under Tree, Out in Open, In Shade",true,M010,Central Park,M010-ZN20,Bethesda Terrace,M-13,M,100040259,DRINKFTN,I,M010-ZN20,E-Central Park-Bethesda Terrace,164,6,22,83,991038.858785644,222054.477200552
M010-DF0588,Activated,E and Dog,2,true,false,"Out in Open, Under Tree",true,M010,Central Park,M010-ZN20,Bethesda Terrace,M-13,M,100040220,DRINKFTN,I,M010-ZN20,E and Dog-Central Park-Bethesda Terrace,164,6,22,83,991958.431093469,222992.041926473
M010-DF0589,Activated,E,1,true,false,"Under Tree, In Shade",true,M010,Central Park,M010-ZN24&25,"Belvdre. Cstl., Turtle Pond, Shkspr Grdn",M-13,M,100040243,DRINKFTN,I,M010-ZN24+25,"E-Central Park-Belvdre. Cstl., Turtle Pond, Shkspr Grdn",164,6,22,83,992916.8163158,223244.636237561
M010-DF0590,Activated,E and Dog,2,true,false,"Under Tree, In Shade",true,M010,Central Park,M010-ZN17,Cedar Hill,M-13,M,100040241,DRINKFTN,I,M010-ZN17,E and Dog-Central Park-Cedar Hill,164,6,22,83,994239.151269555,222468.19848597
M010-DF0591,Activated,E and Dog,2,true,false,"Under Tree, In Shade",true,M010,Central Park,M010-ZN16,Pilgrim Hill & Conservatory Water,M-13,M,100040266,DRINKFTN,I,M010-ZN16,E and Dog-Central Park-Pilgrim Hill & Conservatory Water,164,6,22,83,993152.472996726,221131.61224839
M010-DF0592,Activated,E,1,true,false,"Under Tree, In Shade",true,M010,Central Park,M010-ZN16,Pilgrim Hill & Conservatory Water,M-13,M,100040189,DRINKFTN,I,M010-ZN16,E-Central Park-Pilgrim Hill & Conservatory Water,164,6,22,83,993457.428423553,221194.788303136
M010-DF0593,Activated,B,1,false,false,"Under Tree, In Shade",true,M010,Central Park,M010-ZN16,Pilgrim Hill & Conservatory Water,M-13,M,100040217,DRINKFTN,I,M010-ZN16,B-Central Park-Pilgrim Hill & Conservatory Water,164,6,22,83,993550.39083606,221443.751059815
M010-DF0594,Activated,E and Dog,2,true,false,"Under Tree, In Shade",true,M010,Central Park,M010-ZN17,Cedar Hill,M-13,M,100040242,DRINKFTN,I,M010-ZN17,E and Dog-Central Park-Cedar Hill,164,6,22,83,993811.698712393,221852.182985723
M010-DF0595,Activated,E High Low,2,true,false,In Playground,true,M010,Central Park,M010-103,James Michael Levin Plgd,M-13,M,100040267,DRINKFTN,I,M010-103,E High Low-Central Park-James Michael Levin Plgd,164,6,22,83,993894.388507634,221969.26313214
,Activated,E,,,,,true,,,,,Q-12,Q,,DRINKFTN,,,,,,,,1047256.84379038,191064.08839406
M010-DF0596,Activated,E High Low,2,true,true,In Playground,true,M010,Central Park,M010-103,James Michael Levin Plgd,M-13,M,100040190,DRINKFTN,I,M010-103,E High Low-Central Park-James Michael Levin Plgd,164,6,22,83,993842.328572392,221894.934868723
M010-DF0598,Activated,E,1,true,false,"Just Outside Playground, Under Tree, In Shade",true,M010,Central Park,M010-ZN28,Ross Pinetum,M-13,M,100040264,DRINKFTN,I,M010-ZN28,E-Central Park-Ross Pinetum,164,6,22,83,993063.504998803,224947.276861146
M010-DF0599,Activated,E,1,true,false,"In Playground, Under Tree",true,M010,Central Park,M010-151,Great Lawn Plgd,M-13,M,100040286,DRINKFTN,I,M010-151,E-Central Park-Great Lawn Plgd,164,6,22,83,994075.766753807,224367.848558053
M010-DF0600,Activated,E and Dog,2,true,true,Out in Open,true,M010,Central Park,M010-ZN28,Ross Pinetum,M-13,M,100040268,DRINKFTN,I,M010-ZN28,E and Dog-Central Park-Ross Pinetum,164,6,22,83,993446.298852637,224382.91808173
M010-DF0601,Activated,E,1,true,false,"Under Tree, In Shade",true,M010,Central Park,M010-ZN27,Great Lawn And Cleopatra's Needle,M-13,M,100040228,DRINKFTN,I,M010-ZN27,E-Central Park-Great Lawn And Cleopatra's Needle,164,6,22,83,993942.745366305,223613.059713304
M010-DF0602,Activated,E,1,true,false,"Under Tree, In Shade, Near Ballfield",true,M010,Central Park,M010-ZN28,Ross Pinetum,M-13,M,100040331,DRINKFTN,I,M010-ZN28,E-Central Park-Ross Pinetum,164,6,22,83,993105.831685811,223916.188044056
M010-DF0603,Activated,E,1,true,false,"Under Tree, Out in Open",true,M010,Central Park,M010-ZN24&25,"Belvdre. Cstl., Turtle Pond, Shkspr Grdn",M-13,M,100040360,DRINKFTN,I,M010-ZN24+25,"E-Central Park-Belvdre. Cstl., Turtle Pond, Shkspr Grdn",164,6,22,83,992868.131045714,223656.106871306
M010-DF0604,Activated,B,1,false,false,"Under Tree, In Shade",true,M010,Central Park,M010-ZN28,Ross Pinetum,M-13,M,100040382,DRINKFTN,I,M010-ZN28,B-Central Park-Ross Pinetum,164,6,22,83,993046.00240913,224261.166684806
M010-DF0605,Activated,E,1,true,false,"Under Tree, In Shade, Out in Open",true,M010,Central Park,M010-ZN29,79th St Yard And Summit Rock,M-13,M,100040305,DRINKFTN,I,M010-ZN29,E-Central Park-79th St Yard And Summit Rock,164,6,22,83,992605.443907052,224675.517234057
M010-DF0610,Activated,E,1,true,false,Out in Open,true,M010,Central Park,M010-ZN26,The Metropolitan Museum Of Art,M-13,M,100040344,DRINKFTN,I,M010-ZN26,E-Central Park-The Metropolitan Museum Of Art,164,6,22,83,994341.1363018,223917.73889397
M010-DF0611,Activated,E and Dog,2,true,false,Out in Open,true,M010,Central Park,M010-ZN26,The Metropolitan Museum Of Art,M-13,M,100040358,DRINKFTN,I,M010-ZN26,E and Dog-Central Park-The Metropolitan Museum Of Art,164,6,22,83,994339.376134723,223921.232653394
M010-DF0612,Activated,E and Dog,2,true,false,"Under Tree, In Shade",true,M010,Central Park,M010-ZN27,Great Lawn And Cleopatra's Needle,M-13,M,100040379,DRINKFTN,I,M010-ZN27,E and Dog-Central Park-Great Lawn And Cleopatra's Needle,164,6,22,83,994196.149058409,224151.735147428
M010-DF0618,Activated,D,1,false,false,"Under Tree, In Shade",true,M010,Central Park,M010-ZN02&4,Hallett Nature Sanctuary And Pond,M-13,M,100040306,DRINKFTN,I,M010-ZN02+4,D-Central Park-Hallett Nature Sanctuary And Pond,164,6,22,83,991545.026408463,217929.033351719
M010-DF0619,Activated,B,1,false,false,"In Playground, Out in Open",true,M010,Central Park,M010-193,Rudin Plgd,M-13,M,100040371,DRINKFTN,I,M010-193,B-Central Park-Rudin Plgd,164,6,22,83,994179.787543132,227725.754899978
M010-DF0620,Activated,E,1,true,false,"Under Tree, Out in Open",true,M010,Central Park,M010-ZN30,Central Park West,M-13,M,100040373,DRINKFTN,I,M010-ZN30,E-Central Park-Central Park West,164,6,22,83,994115.545217558,227476.386304229
M010-DF0621,Activated,E and Dog,2,true,false,"Under Tree, Out in Open",true,M010,Central Park,M010-ZN34,Reservoir (Northwest),M-13,M,100040295,DRINKFTN,I,M010-ZN34,E and Dog-Central Park-Reservoir (Northwest),164,6,22,83,994805.56417872,226665.296719059
M010-DF0622,Activated,E,1,true,false,"Under Tree, Out in Open",true,M010,Central Park,M010-ZN31,Reservoir Running Track & Landscape,M-13,M,100040322,DRINKFTN,I,M010-ZN31,E-Central Park-Reservoir Running Track & Landscape,164,6,22,83,994826.778703227,226645.468018561
M010-DF0623,Activated,E,1,true,false,"Under Tree, Out in Open",true,M010,Central Park,M010-ZN30,Central Park West,M-13,M,100040289,DRINKFTN,I,M010-ZN30,E-Central Park-Central Park West,164,6,22,83,993467.131816223,225259.627614393
M010-DF0624,Activated,E and Dog,2,true,false,"Under Tree, Out in Open",true,M010,Central Park,M010-ZN30,Central Park West,M-13,M,100040314,DRINKFTN,I,M010-ZN30,E and Dog-Central Park-Central Park West,164,6,22,83,993316.18690814,225178.479482725
M010-DF0625,Activated,E,1,true,false,Out in Open,true,M010,Central Park,M010-ZN30,Central Park West,M-13,M,100040291,DRINKFTN,I,M010-ZN30,E-Central Park-Central Park West,164,6,22,83,993710.329492554,226879.727064475
M010-DF0626,Activated,E and Dog,2,true,false,Out in Open,true,M010,Central Park,M010-ZN30,Central Park West,M-13,M,100040317,DRINKFTN,I,M010-ZN30,E and Dog-Central Park-Central Park West,164,6,22,83,993705.933832049,226884.408157482
M010-DF0627,Activated,E High Low,2,true,false,In Playground,true,M010,Central Park,M010-188,Wild West Plgd,M-13,M,100040349,DRINKFTN,I,M010-188,E High Low-Central Park-Wild West Plgd,164,6,22,83,993753.690954387,226977.180937811
M010-DF0628,Activated,Monument,1,false,false,Out in Open,true,M010,Central Park,M010-ZN30,Central Park West,M-13,M,100040369,DRINKFTN,I,M010-ZN30,Monument-Central Park-Central Park West,164,6,22,83,994232.399642631,226885.666685149
M010-DF0629,Activated,E,1,true,false,Out in Open,true,M010,Central Park,M010-ZN32,Reservoir (Southeast),M-13,M,100040388,DRINKFTN,I,M010-ZN32,E-Central Park-Reservoir (Southeast),164,6,22,83,995554.035778895,224952.363465145
M010-DF0631,Activated,E,1,true,false,Out in Open,true,M010,Central Park,M010-ZN33,Reservoir (Northeast),M-13,M,100040350,DRINKFTN,I,M010-ZN33,E-Central Park-Reservoir (Northeast),164,6,22,83,995631.864035308,225090.798227638
M010-DF0632,Activated,E,1,true,false,Out in Open,true,M010,Central Park,M010-ZN33,Reservoir (Northeast),M-13,M,100040343,DRINKFTN,I,M010-ZN33,E-Central Park-Reservoir (Northeast),164,6,22,83,995686.082758888,225031.392506554
M010-DF0633,Activated,Monument,1,false,false,Out in Open,true,M010,Central Park,M010-ZN33,Reservoir (Northeast),M-13,M,100040313,DRINKFTN,I,M010-ZN33,Monument-Central Park-Reservoir (Northeast),164,6,22,83,995684.370163887,225027.74815689
M010-DF0670,Activated,E and Dog,2,true,false,"Under Tree, In Shade",true,M010,Central Park,M010-ZN42&43,Frawleys' Run,M-13,M,100040429,DRINKFTN,I,M010-ZN42+43,E and Dog-Central Park-Frawleys' Run,164,6,22,83,998119.957484304,229586.003147974
M010-DF0634,Activated,E High Low,2,true,false,"In Playground, Out in Open",true,M010,Central Park,M010-176,East 96th St Plgd,M-13,M,100040346,DRINKFTN,I,M010-176,E High Low-Central Park-East 96th St Plgd,164,6,22,83,996292.498540803,226238.69783473
M010-DF0635,Activated,E,1,true,false,"Under Tree, In Shade",true,M010,Central Park,M010-ZN08,Central Park West,M-13,M,100040465,DRINKFTN,I,M010-ZN08,E-Central Park-Central Park West,164,6,22,83,989493.263123557,219231.076023221
M010-DF0641,Activated,D,1,false,false,"In Playground, Under Tree",true,M010,Central Park,M010-195,Bendheim Plgd,M-13,M,100040438,DRINKFTN,I,M010-195,D-Central Park-Bendheim Plgd,164,6,22,83,996906.054072216,227313.049032479
M010-DF0642,Activated,D,1,true,false,"Just Outside Playground, Out in Open",true,M010,Central Park,M010-ZN38,East Meadow,M-13,M,100040499,DRINKFTN,I,M010-ZN38,D-Central Park-East Meadow,164,6,22,83,996837.840297892,227322.564433395
M010-DF0643,Activated,E and Dog,2,true,false,Out in Open,true,M010,Central Park,M010-ZN38,East Meadow,M-13,M,100040440,DRINKFTN,I,M010-ZN38,E and Dog-Central Park-East Meadow,164,6,22,83,996566.399895891,227684.477751553
M010-DF0644,Activated,E,1,true,false,"Near Ballfield, Under Tree, In Shade",true,M010,Central Park,M010-ZN37,North Meadow,M-13,M,100040470,DRINKFTN,I,M010-ZN37,E-Central Park-North Meadow,164,6,22,83,996484.533261716,227824.086724311
M010-DF0645,Activated,E,1,true,false,"Out in Open, Near Ballfield",true,M010,Central Park,M010-ZN37,North Meadow,M-13,M,100040504,DRINKFTN,I,M010-ZN37,E-Central Park-North Meadow,164,6,22,83,996587.942831799,228196.054484307
M010-DF0646,Activated,E,1,true,false,"Near Ballfield, Out in Open",true,M010,Central Park,M010-ZN37,North Meadow,M-13,M,100040412,DRINKFTN,I,M010-ZN37,E-Central Park-North Meadow,164,6,22,83,996045.544966474,228198.710318893
M010-DF0647,Activated,E,1,true,false,"Near Ballfield, Out in Open",true,M010,Central Park,M010-ZN37,North Meadow,M-13,M,100040441,DRINKFTN,I,M010-ZN37,E-Central Park-North Meadow,164,6,22,83,995760.079986214,228218.935672149
M010-DF0648,Activated,E,1,true,false,"Near Ballfield, Under Tree, In Shade",true,M010,Central Park,M010-ZN37,North Meadow,M-13,M,100040471,DRINKFTN,I,M010-ZN37,E-Central Park-North Meadow,164,6,22,83,995148.572679057,228351.934093803
M010-DF0649,Activated,E,1,true,false,"Under Tree, In Shade, Near Ballfield",true,M010,Central Park,M010-ZN37,North Meadow,M-13,M,100040389,DRINKFTN,I,M010-ZN37,E-Central Park-North Meadow,164,6,22,83,994948.161662548,227872.821534976
M010-DF0650,Activated,B,1,false,false,"Under Tree, Out in Open",true,M010,Central Park,M010-ZN36,North Meadow Recreation Center,M-13,M,100040413,DRINKFTN,I,M010-ZN36,B-Central Park-North Meadow Recreation Center,164,6,22,83,995551.10763514,227557.152218803
M010-DF0651,Activated,B,1,false,false,"In Playground, Out in Open",true,M010,Central Park,M010-ZN36,North Meadow Recreation Center,M-13,M,100040466,DRINKFTN,I,M010-ZN36,B-Central Park-North Meadow Recreation Center,164,6,22,83,995506.550637632,227458.761011391
M010-DF0652,Activated,B,1,false,false,"Near Ballfield, Under Tree, In Shade",true,M010,Central Park,M010-ZN37,North Meadow,M-13,M,100040500,DRINKFTN,I,M010-ZN37,B-Central Park-North Meadow,164,6,22,83,995391.213926047,227852.585354983
M010-DF0653,Activated,E,1,true,false,"Under Tree, In Shade, Near Ballfield",true,M010,Central Park,M010-ZN37,North Meadow,M-13,M,100040468,DRINKFTN,I,M010-ZN37,E-Central Park-North Meadow,164,6,22,83,995800.504117965,227686.025320649
M010-DF0654,Activated,E,1,true,false,"Near Ballfield, Under Tree, In Shade",true,M010,Central Park,M010-ZN37,North Meadow,M-13,M,100040502,DRINKFTN,I,M010-ZN37,E-Central Park-North Meadow,164,6,22,83,995916.266353637,227196.039423972
M010-DF0655,Activated,E,1,true,false,Out in Open,true,M010,Central Park,M010-ZN48,The Pool,M-13,M,100040410,DRINKFTN,I,M010-ZN48,E-Central Park-The Pool,164,6,22,83,995014.687776222,229223.224345982
M010-DF0656,Activated,E and Dog,2,true,false,"Under Tree, Out in Open",true,M010,Central Park,M010-ZN39,Conservatory Gardens West Landscape,M-13,M,100040409,DRINKFTN,I,M010-ZN39,E and Dog-Central Park-Conservatory Gardens West Landscape,164,6,22,83,996950.160283222,228182.24381639
M010-DF0660,Activated,E,1,true,false,"In Shade, Under Tree",true,M010,Central Park,M010-ZN30,Central Park West,M-13,M,100040495,DRINKFTN,I,M010-ZN30,E-Central Park-Central Park West,164,6,22,83,993316.514007225,225180.541486471
M010-DF0661,Activated,B,1,,false,Out in Open,true,M010,Central Park,M010-ZN31,Reservoir Running Track & Landscape,M-13,M,100040434,DRINKFTN,I,M010-ZN31,B-Central Park-Reservoir Running Track & Landscape,164,6,22,83,994622.30863972,224252.857318222
M010-DF0662,NotYetActivated,B,1,,false,Out in Open,true,M010,Central Park,M010-ZN31,Reservoir Running Track & Landscape,M-13,M,100040460,DRINKFTN,I,M010-ZN31,B-Central Park-Reservoir Running Track & Landscape,164,6,22,83,994623.943478971,224251.731008142
M010-DF0663,Activated,E High Low,2,true,false,"Under Tree, In Playground",true,M010,Central Park,M010-059,East 72nd St Plgd,M-13,M,100040492,DRINKFTN,I,M010-059,E High Low-Central Park-East 72nd St Plgd,164,6,22,83,993192.688139393,220570.422097817
M010-DF0664,Activated,B,1,false,false,In Playground,true,M010,Central Park,M010-169,Spector Plgd,M-13,M,100040393,DRINKFTN,I,M010-169,B-Central Park-Spector Plgd,164,6,22,83,993007.928666383,225162.040211141
M010-DF0665,Activated,E,1,true,false,"Under Tree, Out in Open",true,M010,Central Park,M010-ZN18&19,The Ramble,M-13,M,100040453,DRINKFTN,I,M010-ZN18+19,E-Central Park-The Ramble,164,6,22,83,992211.950599551,223342.98315373
M010-DF0666,Activated,B,1,false,false,"Under Tree, In Shade, Just Outside Playground",true,M010,Central Park,M010-ZN42&43,Frawleys' Run,M-13,M,100040458,DRINKFTN,I,M010-ZN42+43,B-Central Park-Frawleys' Run,164,6,22,83,997752.851263135,229676.144699975
M010-DF0667,NotYetActivated,Pedestal Wall,2,false,false,In Playground,true,M010,Central Park,M010-247,110th St & Lenox Ave Plgd,M-13,M,100040456,DRINKFTN,I,M010-247,Pedestal Wall-Central Park-110th St & Lenox Ave Plgd,164,6,22,83,997666.261869386,229809.681178316
M010-DF0668,Activated,Pedestal Wall,2,false,false,In Playground,true,M010,Central Park,M010-247,110th St & Lenox Ave Plgd,M-13,M,100040424,DRINKFTN,I,M010-247,Pedestal Wall-Central Park-110th St & Lenox Ave Plgd,164,6,22,83,997666.263181716,229807.336038649
M010-DF0669,NotYetActivated,E,1,true,false,"Under Tree, In Shade",true,M010,Central Park,M010-ZN42&43,Frawleys' Run,M-13,M,100040430,DRINKFTN,I,M010-ZN42+43,E-Central Park-Frawleys' Run,164,6,22,83,998117.529995724,229586.676374971
M010-DF0671,Activated,E High Low,2,true,false,In Playground,true,M010,Central Park,M010-207,Bernard Plgd,M-13,M,100040445,DRINKFTN,I,M010-207,E High Low-Central Park-Bernard Plgd,164,6,22,83,998019.975728884,229240.541896641
M010-DF0672,Activated,B,1,false,false,Out in Open,true,M010,Central Park,M010-ZN42&43,Frawleys' Run,M-13,M,100040432,DRINKFTN,I,M010-ZN42+43,B-Central Park-Frawleys' Run,164,6,22,83,997729.179066389,228730.879858225
M010-DF0673,Activated,E,1,true,false,Out in Open,true,M010,Central Park,M010-ZN39,Conservatory Gardens West Landscape,M-13,M,100040491,DRINKFTN,I,M010-ZN39,E-Central Park-Conservatory Gardens West Landscape,164,6,22,83,997375.817568391,228642.369864642
M010-DF0674,Activated,E,1,true,false,"Under Tree, In Shade",true,M010,Central Park,M010-ZN39,Conservatory Gardens West Landscape,M-13,M,100040462,DRINKFTN,I,M010-ZN39,E-Central Park-Conservatory Gardens West Landscape,164,6,22,83,997238.283394634,228393.579679816
M010-DF0675,NotYetActivated,A,1,true,true,Out in Open,true,M010,Central Park,M010,,M-13,M,100040443,DRINKFTN,I,M010,A-Central Park,164,6,22,83,996883.242109969,229589.968691229
M010-DF0676,NotYetActivated,A,1,true,false,Out in Open,true,M010,Central Park,M010,,M-13,M,100040474,DRINKFTN,I,M010,A-Central Park,164,6,22,83,996973.180906474,229503.677197143
M010-DF0677,NotYetActivated,A,1,true,false,Out in Open,true,M010,Central Park,M010,,M-13,M,100040392,DRINKFTN,I,M010,A-Central Park,164,6,22,83,996714.705373555,229461.886926397
M010-DF0678,Activated,E High Low,2,true,false,In Playground,true,M010,Central Park,M010-202,West 100th St Plgd,M-13,M,100040399,DRINKFTN,I,M010-202,E High Low-Central Park-West 100th St Plgd,164,6,22,83,994671.43944697,228441.0602279
M010-DF0679,Activated,CS Concrete,1,false,false,Out in Open,true,M010,Central Park,M010-ZN46,The Great Hill,M-13,M,100040408,DRINKFTN,I,M010-ZN46,CS Concrete-Central Park-The Great Hill,164,6,22,83,995574.153848886,229757.655035644
M010-DF0680,Activated,E and Dog,2,true,false,"Out in Open, Under Tree",true,M010,Central Park,M010-ZN46,The Great Hill,M-13,M,100040428,DRINKFTN,I,M010-ZN46,E and Dog-Central Park-The Great Hill,164,6,22,83,995619.399493306,229750.921453312
M010-DF0884,Activated,E and Dog,2,,false,,true,M010,Central Park,M010-ZN38,East Meadow,M-13,M,100043109,DRINKFTN,I,M010-ZN38,E and Dog-Central Park-East Meadow,164,6,22,83,996807.9443603,227270.262372642
M010-DF0885,Activated,E and Dog,2,,false,,true,M010,Central Park,M010-ZN12&13,The Mall And Rumsey Playfield,M-13,M,100043127,DRINKFTN,I,M010-ZN12+13,E and Dog-Central Park-The Mall And Rumsey Playfield,164,6,22,83,992644.283396303,220468.795332565
M010-DF0886,Activated,E and Dog,2,,false,,true,M010,Central Park,M010-ZN12&13,The Mall And Rumsey Playfield,M-13,M,100043115,DRINKFTN,I,M010-ZN12+13,E and Dog-Central Park-The Mall And Rumsey Playfield,164,6,22,83,992231.389537051,220552.385388478
M010-DF0888,Activated,E,1,,false,,true,M010,Central Park,M010-ZN12&13,The Mall And Rumsey Playfield,M-13,M,100043094,DRINKFTN,I,M010-ZN12+13,E-Central Park-The Mall And Rumsey Playfield,164,6,22,83,991999.065526634,220690.245348975
M010-DF0889,Activated,Other,1,,false,,true,M010,Central Park,M010-ZN12&13,The Mall And Rumsey Playfield,M-13,M,100043120,DRINKFTN,I,M010-ZN12+13,Other-Central Park-The Mall And Rumsey Playfield,164,6,22,83,991654.996660977,220331.883532896
M010-DF0891,Activated,E and Dog,2,,false,,true,M010,Central Park,M010-ZN05,"Dairy, Chess & Checkers House, Carousel",M-13,M,100043100,DRINKFTN,I,M010-ZN05,"E and Dog-Central Park-Dairy, Chess & Checkers House, Carousel",164,6,22,83,991076.448605477,219713.383129477
M010-DF0901,Activated,CS Metal,1,,false,,true,M010,Central Park,M010-145,Ancient Plgd,M-13,M,100043130,DRINKFTN,I,M010-145,CS Metal-Central Park-Ancient Plgd,164,6,22,83,994901.188659384,223768.39896956
M010-DF0902,Activated,B,1,,false,,true,M010,Central Park,M010-ZN12&13,The Mall And Rumsey Playfield,M-13,M,100043112,DRINKFTN,I,M010-ZN12+13,B-Central Park-The Mall And Rumsey Playfield,164,6,22,83,992113.46457605,221098.735345646
M010-DF0903,Activated,E and Dog,2,,false,,true,M010,Central Park,M010-ZN20,Bethesda Terrace,M-13,M,100043090,DRINKFTN,I,M010-ZN20,E and Dog-Central Park-Bethesda Terrace,164,6,22,83,991893.071644142,221477.729338303
M010-DF0904,Activated,Other,1,,false,,true,M010,Central Park,M010-ZN27,Great Lawn And Cleopatra's Needle,M-13,M,100043122,DRINKFTN,I,M010-ZN27,Other-Central Park-Great Lawn And Cleopatra's Needle,164,6,22,83,993653.241024047,224980.037622392
M010-DF0927,Activated,B,1,,false,Under Tree,true,M010,Central Park,M010-ZN17,Cedar Hill,M-13,M,100043102,DRINKFTN,I,M010-ZN17,B-Central Park-Cedar Hill,164,6,22,83,993913.162092134,222564.582807645
